"V1","V2","cid_match","cid_non_match","cid_max_non_match","cid_min_non_match","ss","s2","s3","Data card","Laptop","Network device","SmartPhone","USB modem","phone_matched","vendor_matched","l2_dist_diff_1","l1_dist_diff_1","l2_dist_diff_2","l1_dist_diff_2","cid_match_adj","cid_non_match_adj","cid_max_non_match_adj","cid_min_non_match_adj","ss_adj","s2_adj","s3_adj"
"265",158526768253,158527183389,0,22,17,5,0,0,0,0,0,0,2,0,0,0,61490.9175123542,32277.6532572924,61490.9175123542,32277.6532572924,0,22,17,5,0,0,0
"266",158502683611,158530991939,0,20,13,7,0,0,0,0,0,0,1,0,0,0,1719.10306993124,133.555308857313,1719.10306993124,133.555308857313,0,20,13,7,0,0,0
"267",158505653139,158538549041,0,6,4,2,0,0,0,0,0,0,2,0,1,1,11633.4625988022,7523.66313668356,11633.4625988022,7523.66313668356,0,76,52,24,0,0,0
"268",158503536671,158514064335,0,23,20,3,0,0,0,0,0,0,1,0,0,0,5689.42428805915,2486.37820075462,5689.42428805915,2486.37820075462,0,37,20,17,0,0,0
"269",158506811071,158590671749,0,24,14,10,0,0,0,0,0,0,2,0,0,0,10163.2106240255,4512.41305777721,10163.2106240255,4512.41305777721,0,24,14,10,0,0,0
"270",158507183223,158535971159,0,34,24,10,0,0,0,0,0,0,2,0,0,0,444.520971324767,291.346320743516,444.520971324767,291.346320743516,0,34,24,10,0,0,0
"271",158524011019,158535086725,0,34,28,6,0,0,0,0,1,0,1,0,0,0,2146.29893540291,1039.37853452269,2146.29893540291,1039.37853452269,0,34,28,6,0,0,0
"272",158510090027,158528710497,0,59,58,1,0,0,0,0,0,0,2,0,0,0,4416.47482308467,1049.72656442875,4416.47482308467,1049.72656442875,0,67,58,9,0,0,0
"273",158516997599,158527685563,0,9,7,2,0,0,0,0,0,0,2,0,0,0,25367.1424209836,12625.3640218604,25367.1424209836,12625.3640218604,0,10,7,3,0,0,0
"274",158514064335,158528850739,0,30,20,10,0,0,0,1,0,0,0,0,0,0,2642.49365451442,1891.98978457241,2642.49365451442,1891.98978457241,0,30,20,10,0,0,0
"275",158505653213,158507025965,0,13,8,5,0,0,0,0,0,0,2,0,0,1,5883.26040873405,1729.28203985182,5883.26040873405,1729.28203985182,0,13,8,5,0,0,0
"276",158507025965,158527521191,0,12,7,5,0,0,0,0,1,0,1,0,0,0,4552.1975919606,1209.43032032737,4552.1975919606,1209.43032032737,0,12,7,5,0,0,0
"277",158517520405,158536558521,0,17,9,8,0,0,0,0,0,0,2,0,0,1,7834.50489907838,4695.02156748193,7834.50489907838,4695.02156748193,0,17,9,8,0,0,0
"278",158507158161,158508364921,0,8,5,3,0,0,0,0,0,0,2,0,0,0,6969.66885496715,3956.61936851167,6969.66885496715,3956.61936851167,0,101,62,39,0,0,0
"279",158503845079,158515687709,0,12,10,2,0,0,0,0,0,0,2,0,0,0,42814.968385282,20464.2164341712,42814.968385282,20464.2164341712,0,22,20,2,0,0,0
"280",158522930839,158530211533,0,44,38,6,0,0,0,0,0,0,1,0,0,0,10312.0191980587,5832.48548143173,10312.0191980587,5832.48548143173,0,91,53,38,0,0,0
"281",158521057825,158535306035,0,5,3,2,0,0,0,0,0,0,1,1,0,0,30280.6950994588,14997.1128029701,30280.6950994588,14997.1128029701,0,39,31,8,0,0,0
"282",158520756013,158522529493,0,18,15,3,0,0,0,0,0,0,2,0,0,1,16475.7366962447,11745.6996074175,16475.7366962447,11745.6996074175,0,58,43,15,0,0,0
"283",158500670731,158537080635,0,6,4,2,0,0,0,0,1,0,1,0,0,0,29773.872060066,12580.3516259525,29773.872060066,12580.3516259525,0,25,17,8,0,0,0
"284",158503439635,158536314173,0,10,8,2,0,0,0,0,0,0,2,0,0,0,17747.0985047245,12112.4130909555,17747.0985047245,12112.4130909555,0,52,44,8,0,0,0
"285",158516799767,158533303379,0,12,8,4,0,0,0,0,0,0,2,0,0,0,69414.3323814231,55978.0372554686,69414.3323814231,55978.0372554686,0,14,8,6,0,0,0
"286",158516882001,158520756013,0,11,8,3,0,0,0,0,0,0,2,0,0,0,6676.99842668811,2194.5307096416,6676.99842668811,2194.5307096416,0,51,43,8,0,0,0
"287",158531333125,158591031001,0,20,11,9,0,0,0,0,0,0,2,0,0,0,20032.5160371442,10115.9334895161,20032.5160371442,10115.9334895161,0,20,11,9,0,0,0
"288",158524011325,158525436943,0,58,46,12,0,0,0,0,0,0,2,0,0,0,10999.3221452295,5631.55464243982,10999.3221452295,5631.55464243982,0,58,46,12,0,0,0
"289",158528850739,158533714541,0,36,26,10,0,0,0,1,0,0,1,0,0,0,3723.16974780258,2465.77398174206,3723.16974780258,2465.77398174206,0,36,26,10,0,0,0
"290",158528850813,158535306035,0,4,3,1,0,0,0,0,0,0,1,1,0,0,1941.78663609307,764.403309299778,1941.78663609307,764.403309299778,0,40,31,9,0,0,0
"291",158502683611,158522529493,0,28,15,13,0,0,0,0,0,0,1,0,0,0,14567.515991629,9644.71159681233,14567.515991629,9644.71159681233,0,28,15,13,0,0,0
"292",158536314173,158536558521,0,16,8,8,0,0,0,0,0,0,2,0,1,1,3290.34837350406,2883.63308589959,3290.34837350406,2883.63308589959,0,16,8,8,0,0,0
"293",158527185851,158533303379,0,22,14,8,0,0,0,0,0,0,2,0,1,1,7252.37265933038,2794.01448791073,7252.37265933038,2794.01448791073,0,22,14,8,0,0,0
"294",158529353319,158534344291,0,21,20,1,0,0,0,0,0,0,2,0,0,0,312.151135420581,129.464845849664,312.151135420581,129.464845849664,0,50,30,20,0,0,0
"295",158525746715,158536856225,0,32,21,11,0,0,0,0,0,0,2,0,0,0,26205.5843647799,12659.9732480835,26205.5843647799,12659.9732480835,0,32,21,11,0,0,0
"296",158515580887,158528680879,0,39,28,11,0,0,0,0,1,0,1,0,0,0,4496.5369001755,2848.57276710026,4496.5369001755,2848.57276710026,0,39,28,11,0,0,0
"297",158523272017,158528414313,0,8,6,2,0,0,0,0,0,0,1,1,0,0,30395.9399492256,15100.0724626792,30395.9399492256,15100.0724626792,0,23,17,6,0,0,0
"298",158521057825,158528849189,0,20,18,2,0,0,0,0,1,0,0,1,0,0,25764.4900279848,11455.854663378,25764.4900279848,11455.854663378,0,26,18,8,0,0,0
"299",158504189539,158530211533,0,43,38,5,0,0,0,0,0,0,2,0,0,0,14223.5435161006,7815.52983653327,14223.5435161006,7815.52983653327,0,70,38,32,0,0,0
"300",158526548239,158531369679,0,52,48,4,0,0,0,0,0,0,2,0,0,0,1359.48971493382,480.623239680366,1359.48971493382,480.623239680366,0,67,48,19,0,0,0
"301",158503536671,158531333125,0,14,11,3,0,0,0,0,0,0,2,0,0,0,17763.7781912038,6745.18619123206,17763.7781912038,6745.18619123206,0,28,17,11,0,0,0
"302",158529872369,158535306035,0,8,5,3,0,0,0,0,0,0,2,0,0,0,7999.45246528217,3473.44748671867,7999.45246528217,3473.44748671867,0,36,31,5,0,0,0
"303",158507531557,158515590685,0,34,31,3,0,0,0,0,1,0,1,0,0,0,18294.0575910641,8811.06830307163,18294.0575910641,8811.06830307163,0,43,31,12,0,0,0
"304",158524002695,158526820167,0,49,41,8,0,0,0,0,0,0,2,0,0,0,38765.498175264,23226.0857284407,38765.498175264,23226.0857284407,0,49,41,8,0,0,0
"305",158514437601,158516995351,0,11,8,3,0,0,0,0,0,0,2,0,1,1,33120.3514482544,14725.0293181318,33120.3514482544,14725.0293181318,0,11,8,3,0,0,0
"306",158503439635,158527784041,0,14,12,2,0,0,0,0,0,0,2,0,0,0,17624.7870299644,13470.1333378903,17624.7870299644,13470.1333378903,0,56,44,12,0,0,0
"307",158510090027,158516882001,0,66,58,8,0,0,0,0,0,0,2,0,0,0,3354.25763713839,1908.77356497177,3354.25763713839,1908.77356497177,0,66,58,8,0,0,0
"308",158500411793,158538549041,0,13,11,2,0,0,0,0,1,0,1,0,0,1,13602.9357138963,3791.87010399038,13602.9357138963,3791.87010399038,0,63,52,11,0,0,0
"309",158516997599,158526768253,0,19,17,2,0,0,0,0,0,0,2,0,0,0,7855.76387196612,3193.34704780055,7855.76387196612,3193.34704780055,0,20,17,3,0,0,0
"310",158502336809,158523272017,0,15,9,6,0,0,0,0,0,0,2,0,0,1,20512.2979471072,10340.0752891426,20512.2979471072,10340.0752891426,0,15,9,6,0,0,0
"311",158503476701,158521754357,0,8,7,1,0,0,0,0,0,0,2,0,1,1,3434.05542945686,2123.46375058091,3434.05542945686,2123.46375058091,0,24,17,7,0,0,0
"312",158501037171,158524002695,0,51,41,10,0,0,0,0,0,0,2,0,0,0,11880.2471619106,6100.72795727067,11880.2471619106,6100.72795727067,0,51,41,10,0,0,0
"313",158514437601,158530880373,0,33,25,8,0,0,0,0,0,0,2,0,0,0,17030.5587082283,10086.2144647495,17030.5587082283,10086.2144647495,0,33,25,8,0,0,0
"314",158503851673,158526470823,0,28,23,5,0,0,0,0,0,0,2,0,0,0,-1093.51801855665,-660.643632335087,1093.51801855665,660.643632335087,0,28,23,5,0,0,0
"315",158500411793,158598743649,0,12,11,1,0,0,0,0,1,0,0,1,0,0,3082.94163437,1148.67238436083,3082.94163437,1148.67238436083,0,12,11,1,0,0,0
"316",158504562579,158517520405,0,16,9,7,0,0,0,0,0,0,2,0,0,1,28867.0075090211,17078.687664329,28867.0075090211,17078.687664329,0,24,15,9,0,0,0
"317",158500670731,158530067653,0,45,41,4,0,0,0,0,1,0,1,0,0,1,21203.1891422569,8958.1778567481,21203.1891422569,8958.1778567481,0,49,41,8,0,0,0
"318",158523324811,158526820167,0,9,8,1,0,0,0,0,0,0,2,0,0,0,20809.1577106905,5682.14141993614,20809.1577106905,5682.14141993614,0,41,33,8,0,0,0
"319",158505653213,158525734415,0,19,11,8,0,0,0,0,0,0,2,0,1,1,37127.1095158502,19752.3109092832,37127.1095158502,19752.3109092832,0,28,20,8,0,0,0
"320",158526325669,158591619013,0,7,4,3,0,0,0,0,0,0,1,0,0,0,32387.3059106041,16972.6314128867,32387.3059106041,16972.6314128867,0,38,35,3,0,0,0
"321",158530211607,158535086725,0,29,23,6,0,0,0,0,0,0,2,0,0,0,-2129.76563212541,239.679938428035,2129.76563212541,239.679938428035,0,29,23,6,0,0,0
"322",158533833951,158536558521,0,12,8,4,0,0,0,0,0,0,2,0,0,0,34801.5046504239,21483.8307304561,34801.5046504239,21483.8307304561,0,12,8,4,0,0,0
"323",158514064335,158599703973,0,23,20,3,0,0,0,0,0,0,1,0,0,0,3303.95715158815,2061.84614584457,3303.95715158815,2061.84614584457,0,38,20,18,0,0,0
"324",158529025923,158533303379,0,21,13,8,0,0,0,0,0,0,2,0,0,0,25848.7564927889,8494.7799596055,25848.7564927889,8494.7799596055,0,21,13,8,0,0,0
"325",158507158161,158515580887,0,33,28,5,0,0,0,0,1,0,1,0,0,0,6101.08996945791,2913.98014038364,6101.08996945791,2913.98014038364,0,90,62,28,0,0,0
"326",158505222935,158533714541,0,37,26,11,0,0,0,0,0,0,2,0,0,0,10124.2661957156,4715.91898346397,10124.2661957156,4715.91898346397,0,37,26,11,0,0,0
"327",158507587401,158527521191,0,17,10,7,0,0,0,0,1,0,1,0,0,0,8563.60111454245,3482.2513225516,8563.60111454245,3482.2513225516,0,17,10,7,0,0,0
"328",158524002695,158590671749,0,51,41,10,0,0,0,0,0,0,2,0,0,0,21693.4269601042,13384.152778572,21693.4269601042,13384.152778572,0,51,41,10,0,0,0
"329",158516086365,158538335547,0,14,9,5,0,0,0,0,0,0,2,0,0,0,8516.43272512621,5804.18813451855,8516.43272512621,5804.18813451855,0,15,9,6,0,0,0
"330",158516882001,158524417875,0,58,50,8,0,0,0,0,0,0,2,0,0,0,4256.75300831387,2511.18247661403,4256.75300831387,2511.18247661403,0,58,50,8,0,0,0
"331",158500730487,158520675947,0,36,25,11,0,0,0,0,0,0,2,0,0,0,4169.21025824886,2536.7146586962,4169.21025824886,2536.7146586962,0,36,25,11,0,0,0
"332",158505653139,158520806509,0,36,32,4,0,0,0,0,0,0,2,0,1,1,14360.8187158998,8305.70143973797,14360.8187158998,8305.70143973797,0,56,32,24,0,0,0
"333",158528533197,158538549041,0,6,4,2,0,0,0,0,0,0,2,0,0,0,10305.0131883923,7116.10650262291,10305.0131883923,7116.10650262291,0,63,52,11,0,0,0
"334",158525734415,158533833951,0,15,11,4,0,0,0,0,0,0,2,0,0,0,53133.4876624758,30237.957788742,53133.4876624758,30237.957788742,0,24,20,4,0,0,0
"335",158528710497,158590054303,0,2,1,1,0,0,0,0,0,0,2,0,0,0,64494.4293476615,64494.4293476615,64494.4293476615,64494.4293476615,0,12,9,3,0,0,0
"336",158500411793,158538687443,0,19,11,8,0,0,0,0,1,0,1,0,0,0,25718.4074081639,13939.3760061956,25718.4074081639,13939.3760061956,0,19,11,8,0,0,0
"337",158522679977,158536314175,0,24,16,8,0,0,0,0,0,0,1,0,0,0,4214.57703893246,3816.06184369454,4214.57703893246,3816.06184369454,0,24,16,8,0,0,0
"338",158522134783,158523272037,0,11,6,5,0,0,0,0,0,0,2,0,0,0,13360.4933857665,7992.93117502492,13360.4933857665,7992.93117502492,0,11,6,5,0,0,0
"339",158531370233,158598102309,0,15,13,2,0,0,0,0,0,0,2,0,0,0,4071.30766540047,793.52758820425,4071.30766540047,793.52758820425,0,36,23,13,0,0,0
"340",158528850739,158529872369,0,15,10,5,0,0,0,1,0,0,1,0,0,0,12232.250848805,7133.60065920971,12232.250848805,7133.60065920971,0,15,10,5,0,0,0
"341",158516799767,158535617183,0,12,8,4,0,0,0,0,0,0,2,0,0,0,47819.5050101887,25970.7584906715,47819.5050101887,25970.7584906715,0,25,19,6,0,0,0
"342",158507606357,158510090027,0,60,58,2,0,0,0,0,0,0,2,0,0,0,5263.48717538552,2306.15928149452,5263.48717538552,2306.15928149452,0,89,58,31,0,0,0
"343",158508415291,158531369679,0,11,7,4,0,0,0,0,0,0,1,0,0,0,8775.34976982096,5280.83978059626,8775.34976982096,5280.83978059626,0,26,19,7,0,0,0
"344",158507025965,158530718775,0,10,5,5,0,0,0,0,0,0,2,0,0,0,3929.52358439476,1442.60605313141,3929.52358439476,1442.60605313141,0,10,5,5,0,0,0
"345",158506811071,158526548239,0,62,48,14,0,0,0,0,0,0,2,0,0,0,9427.88777956395,5725.95330655956,9427.88777956395,5725.95330655956,0,62,48,14,0,0,0
"346",158523272037,158538745393,0,12,6,6,0,0,0,0,0,0,2,0,0,0,1804.38942749334,2851.28757116314,1804.38942749334,2851.28757116314,0,12,6,6,0,0,0
"347",158524011355,158525436983,0,51,26,25,0,0,0,0,1,0,1,0,0,0,14577.5773764238,6618.77148795509,14577.5773764238,6618.77148795509,0,51,26,25,0,0,0
"348",158516597249,158516995351,0,16,13,3,0,0,0,0,0,0,2,0,1,1,24884.9002741499,13274.6804011271,24884.9002741499,13274.6804011271,0,16,13,3,0,0,0
"349",158522529493,158536600757,0,36,21,15,0,0,0,0,0,0,1,0,0,0,-2128.21336367414,-3873.47244773633,2128.21336367414,3873.47244773633,0,36,21,15,0,0,0
"350",158501551109,158528250261,0,43,24,19,0,0,0,0,0,0,1,0,0,0,9128.9771530992,5566.79947153766,9128.9771530992,5566.79947153766,0,43,24,19,0,0,0
"351",158523696303,158527521191,0,11,7,4,0,0,0,0,1,0,1,0,0,0,13704.1450056772,7397.95786795882,13704.1450056772,7397.95786795882,0,11,7,4,0,0,0
"352",158503845079,158598060279,0,21,19,2,0,0,0,0,0,0,2,0,0,0,35911.4884185837,20021.1950034923,35911.4884185837,20021.1950034923,0,21,19,2,0,0,0
"353",158523242175,158539784377,0,3,2,1,0,0,0,0,1,0,1,0,0,0,47974.2439604216,19585.4030831384,47974.2439604216,19585.4030831384,0,3,2,1,0,0,0
"354",158507158161,158525746715,0,16,11,5,0,0,0,0,0,0,2,0,0,0,2306.19410069526,1309.27044520475,2306.19410069526,1309.27044520475,0,73,62,11,0,0,0
"355",158520756013,158521231333,0,16,13,3,0,0,0,0,0,0,2,0,0,1,15111.9221641086,7704.99364210705,15111.9221641086,7704.99364210705,0,56,43,13,0,0,0
"356",158516882001,158536600757,0,29,21,8,0,0,0,0,0,0,1,0,0,0,2484.34247590413,681.948021733127,2484.34247590413,681.948021733127,0,29,21,8,0,0,0
"357",158506598841,158538406629,0,3,2,1,0,0,0,0,0,0,1,1,0,0,38283.0135783811,27070.17850553,38283.0135783811,27070.17850553,0,5,3,2,0,0,0
"358",158505653139,158524011325,0,50,46,4,0,0,0,0,0,0,2,0,0,0,14974.5531219045,7371.81448784978,14974.5531219045,7371.81448784978,0,70,46,24,0,0,0
"359",158508828513,158526820167,0,27,19,8,0,0,0,0,0,0,2,0,0,0,49346.5140488189,27911.9369225924,49346.5140488189,27911.9369225924,0,27,19,8,0,0,0
"360",158528861651,158530908771,0,54,32,22,0,0,0,0,1,0,1,0,0,1,-24317.2876514756,-10554.9889653341,24317.2876514756,10554.9889653341,0,54,32,22,0,0,0
"361",158516637869,158521241823,0,5,4,1,0,0,0,0,0,0,1,0,0,0,34937.0765181627,14253.6734120482,34937.0765181627,14253.6734120482,0,10,6,4,0,0,0
"362",158522775359,158536314173,0,10,8,2,0,0,0,0,0,0,2,0,0,0,22698.6976860789,12544.1757582945,22698.6976860789,12544.1757582945,0,18,10,8,0,0,0
"363",158503476701,158507531557,0,4,3,1,0,0,0,0,0,0,2,0,1,1,28189.9775971051,20842.6876103819,28189.9775971051,20842.6876103819,0,29,17,12,0,0,0
"364",158521139133,158522679977,0,28,16,12,0,0,0,0,0,0,2,0,0,0,6544.57935514492,2899.090631299,6544.57935514492,2899.090631299,0,28,16,12,0,0,0
"365",158523242175,158533714541,0,28,26,2,0,0,0,0,0,0,2,0,0,0,26965.3168869809,8739.75166752935,26965.3168869809,8739.75166752935,0,28,26,2,0,0,0
"366",158517840695,158530211457,0,48,39,9,0,0,0,0,0,0,2,0,0,0,-2263.69170024825,-1889.11801089792,2263.69170024825,1889.11801089792,0,48,39,9,0,0,0
"367",158523242175,158530718775,0,7,5,2,0,0,0,0,0,0,2,0,0,0,65929.1386976778,45933.9021853398,65929.1386976778,45933.9021853398,0,7,5,2,0,0,0
"368",158528850813,158538406629,0,2,1,1,0,0,0,0,0,0,1,1,0,0,15304.5545232998,7652.27726164989,15304.5545232998,7652.27726164989,0,11,9,2,0,0,0
"369",158536600757,158598060279,0,40,21,19,0,0,0,0,0,0,1,0,0,0,9790.08302934035,4596.87365952839,9790.08302934035,4596.87365952839,0,40,21,19,0,0,0
"370",158516995351,158529633307,0,8,5,3,0,0,0,0,0,0,2,0,0,0,36312.3422506331,18776.7545643057,36312.3422506331,18776.7545643057,0,45,42,3,0,0,0
"371",158522532707,158526548205,0,21,19,2,0,0,0,0,0,0,2,0,1,1,2227.88095506338,855.58165759351,2227.88095506338,855.58165759351,0,38,19,19,0,0,0
"372",158524891611,158538335547,0,19,14,5,0,0,0,0,1,0,1,0,0,0,45806.8819137989,26408.6399519019,45806.8819137989,26408.6399519019,0,20,14,6,0,0,0
"373",158505222935,158506598841,0,13,11,2,0,0,0,0,0,0,1,1,0,0,4394.67792328281,2386.93495554112,4394.67792328281,2386.93495554112,0,14,11,3,0,0,0
"374",158525734415,158533303379,0,19,11,8,0,0,0,0,0,0,2,0,0,0,32040.2826951396,15227.663725006,32040.2826951396,15227.663725006,0,28,20,8,0,0,0
"375",158516995351,158539452269,0,14,11,3,0,0,0,0,0,0,2,0,0,0,52870.3978522907,35836.6706645212,52870.3978522907,35836.6706645212,0,14,11,3,0,0,0
"376",158526470823,158530562675,0,23,18,5,0,0,0,0,1,0,1,0,0,0,4529.65619374721,2553.99945194163,4529.65619374721,2553.99945194163,0,23,18,5,0,0,0
"377",158500437133,158520843211,0,12,9,3,0,0,0,0,0,0,2,0,0,0,4164.25260185949,2021.99309650036,4164.25260185949,2021.99309650036,0,66,57,9,0,0,0
"378",158500832267,158530063945,0,20,11,9,0,0,0,0,0,0,2,0,0,0,-1056.05029974609,-203.102846969736,1056.05029974609,203.102846969736,0,20,11,9,0,0,0
"379",158533697379,158534211089,0,16,13,3,0,0,0,0,0,0,2,0,0,0,66311.5433264345,42219.9145088935,66311.5433264345,42219.9145088935,0,16,13,3,0,0,0
"380",158508364923,158533714541,0,34,26,8,0,0,0,0,0,0,2,0,0,0,3590.83809875138,-1054.30089915907,3590.83809875138,1054.30089915907,0,34,26,8,0,0,0
"381",158514437601,158527185851,0,22,14,8,0,0,0,0,0,0,2,0,1,1,10626.5438972291,5123.02691811059,10626.5438972291,5123.02691811059,0,22,14,8,0,0,0
"382",158500437133,158527501713,0,6,3,3,0,0,0,0,0,0,2,0,1,1,8442.69957088728,2396.07734912542,8442.69957088728,2396.07734912542,0,79,57,22,0,0,0
"383",158507158161,158521754357,0,12,7,5,0,0,0,0,0,0,2,0,0,0,16226.9538408962,8756.13926874527,16226.9538408962,8756.13926874527,0,69,62,7,0,0,0
"384",158533303379,158539452269,0,19,11,8,0,0,0,0,0,0,2,0,0,0,11056.1055791552,8187.96730240518,11056.1055791552,8187.96730240518,0,19,11,8,0,0,0
"385",158528849189,158534211089,0,21,18,3,0,0,0,0,1,0,1,0,0,0,33396.9443808708,18036.2601178698,33396.9443808708,18036.2601178698,0,21,18,3,0,0,0
"386",158503845079,158507587401,0,12,10,2,0,0,0,0,0,0,2,0,0,1,34949.8801921011,19661.2763034845,34949.8801921011,19661.2763034845,0,12,10,2,0,0,0
"387",158514202267,158529872369,0,10,5,5,0,0,0,0,0,0,2,0,0,0,17460.8099085454,8707.95435740989,17460.8099085454,8707.95435740989,0,97,92,5,0,0,0
"388",158517166011,158538687443,0,10,8,2,0,0,0,0,1,0,1,0,0,0,37875.9535847772,24104.5012448806,37875.9535847772,24104.5012448806,0,15,8,7,0,0,0
"389",158524011019,158534211089,0,31,28,3,0,0,0,0,1,0,1,0,0,0,28562.4827277635,10910.0975179647,28562.4827277635,10910.0975179647,0,31,28,3,0,0,0
"390",158515886411,158538745393,0,22,16,6,0,0,0,0,0,0,2,0,0,1,9973.77411085325,5482.62472552228,9973.77411085325,5482.62472552228,0,22,16,6,0,0,0
"391",158524891611,158530991939,0,21,14,7,0,0,0,0,1,0,1,0,0,0,1820.99156748872,1757.97291200726,1820.99156748872,1757.97291200726,0,21,14,7,0,0,0
"392",158522532707,158538406629,0,20,19,1,0,0,0,0,0,0,2,0,1,1,9446.33573128849,4011.00665644911,9446.33573128849,4011.00665644911,0,21,19,2,0,0,0
"393",158524011043,158535971159,0,71,61,10,0,0,0,0,0,0,2,0,0,0,877.378151897075,2819.80176340328,877.378151897075,2819.80176340328,0,71,61,10,0,0,0
"394",158520675947,158523696303,0,15,11,4,0,0,0,0,0,0,2,0,0,1,2544.23465071793,1818.84284302781,2544.23465071793,1818.84284302781,0,15,11,4,0,0,0
"395",158509296887,158524011019,0,31,28,3,0,0,0,0,1,0,1,0,0,0,1742.91506686122,1161.51738173838,1742.91506686122,1161.51738173838,0,59,31,28,0,0,0
"396",158507135235,158526252825,0,27,16,11,0,0,0,0,0,0,2,0,0,0,51739.3704167164,30337.2984560168,51739.3704167164,30337.2984560168,0,27,16,11,0,0,0
"397",158516797249,158598102309,0,33,31,2,0,0,0,0,0,0,2,0,0,0,25876.2875893127,7679.68092913508,25876.2875893127,7679.68092913508,0,54,31,23,0,0,0
"398",158527521191,158530562675,0,25,18,7,0,0,0,0,2,0,0,0,1,1,-1303.27302379952,-2129.90762718509,1303.27302379952,2129.90762718509,0,25,18,7,0,0,0
"399",158516597249,158528710497,0,14,13,1,0,0,0,0,0,0,2,0,0,1,3304.60285024898,1549.74864348804,3304.60285024898,1549.74864348804,0,22,13,9,0,0,0
"400",158508437897,158524011355,0,42,25,17,0,0,0,0,1,0,1,0,0,0,13065.5360839405,6490.68556159228,13065.5360839405,6490.68556159228,0,42,25,17,0,0,0
"401",158514437601,158515581635,0,11,8,3,0,0,0,0,0,0,1,1,0,0,8113.94429699622,2443.48659298152,8113.94429699622,2443.48659298152,0,31,23,8,0,0,0
"402",158517547861,158531333125,0,26,15,11,0,0,0,0,0,0,2,0,0,0,38538.5121707568,19351.7387803783,38538.5121707568,19351.7387803783,0,26,15,11,0,0,0
"403",158514064369,158524002695,0,67,41,26,0,0,0,0,0,0,1,0,0,0,6360.94064383573,3868.8164692296,6360.94064383573,3868.8164692296,0,67,41,26,0,0,0
"404",158505222935,158528250261,0,35,24,11,0,0,0,0,0,0,1,0,0,0,4144.21918401794,1959.71305747103,4144.21918401794,1959.71305747103,0,35,24,11,0,0,0
"405",158516637869,158591619013,0,4,3,1,0,0,0,0,0,0,0,0,0,0,11817.8936649262,4466.7439511429,11817.8936649262,4466.7439511429,0,9,6,3,0,0,0
"406",158505653139,158538745393,0,10,6,4,0,0,0,0,0,0,2,0,1,1,5791.38504245711,4549.70639105674,5791.38504245711,4549.70639105674,0,30,24,6,0,0,0
"407",158521057825,158530211607,0,25,23,2,0,0,0,0,0,0,1,1,0,0,29629.6528625768,11772.0134569586,29629.6528625768,11772.0134569586,0,31,23,8,0,0,0
"408",158515886411,158524011021,0,43,27,16,0,0,0,0,0,0,2,0,0,0,14065.4754194061,5813.70101112649,14065.4754194061,5813.70101112649,0,43,27,16,0,0,0
"409",158521139133,158598102309,0,14,12,2,0,0,0,0,0,0,2,0,0,0,-562.982977874893,-367.308309922756,562.982977874893,367.308309922756,0,35,23,12,0,0,0
"410",158530782111,158534672079,0,16,10,6,0,0,0,0,1,0,1,0,0,0,54177.3256599347,28480.2998426842,54177.3256599347,28480.2998426842,0,16,10,6,0,0,0
"411",158507135235,158522775359,0,18,16,2,0,0,0,0,0,0,2,0,0,0,6487.34893572695,4006.08012628012,6487.34893572695,4006.08012628012,0,26,16,10,0,0,0
"412",158537049775,158598102309,0,10,8,2,0,0,0,0,0,0,2,0,0,0,1822.90551238956,1518.68335824447,1822.90551238956,1518.68335824447,0,31,23,8,0,0,0
"413",158514202267,158524002695,0,46,41,5,0,0,0,0,0,0,2,0,0,0,5769.42658947779,3424.10275105704,5769.42658947779,3424.10275105704,0,133,92,41,0,0,0
"414",158514064369,158526876459,0,34,26,8,0,0,0,0,0,0,1,0,0,0,3446.05422981994,2109.45381033999,3446.05422981994,2109.45381033999,0,34,26,8,0,0,0
"415",158527784041,158528849161,0,26,14,12,0,0,0,0,1,0,1,0,0,0,6166.55662881821,2545.87458796766,6166.55662881821,2545.87458796766,0,26,14,12,0,0,0
"416",158514437601,158521231333,0,21,13,8,0,0,0,0,0,0,2,0,0,0,12218.2084182573,5886.3243446485,12218.2084182573,5886.3243446485,0,21,13,8,0,0,0
"417",158504189539,158521754357,0,12,7,5,0,0,0,0,0,0,2,0,0,0,12291.4303695569,7418.77551417106,12291.4303695569,7418.77551417106,0,39,32,7,0,0,0
"418",158500941403,158526325669,0,8,4,4,0,0,0,0,0,0,2,0,0,0,18724.9635023779,12922.1959850546,18724.9635023779,12922.1959850546,0,46,35,11,0,0,0
"419",158522835021,158531333125,0,25,14,11,0,0,0,0,0,0,2,0,0,0,21506.7392872163,12513.3644995807,21506.7392872163,12513.3644995807,0,25,14,11,0,0,0
"420",158520883527,158598235811,0,23,13,10,0,0,0,0,0,0,2,0,0,0,6177.87683798754,3364.79853872047,6177.87683798754,3364.79853872047,0,23,13,10,0,0,0
"421",158508437897,158529952561,0,35,18,17,0,0,0,0,0,0,2,0,0,0,9034.23938342449,4709.67304714423,9034.23938342449,4709.67304714423,0,35,18,17,0,0,0
"422",158522944879,158528850739,0,14,10,4,0,0,0,1,0,0,1,0,0,0,5654.35451949703,3998.30362350311,5654.35451949703,3998.30362350311,0,14,10,4,0,0,0
"423",158522775393,158526820167,0,10,8,2,0,0,0,0,0,0,2,0,0,0,13967.7305778666,5291.41974447613,13967.7305778666,5291.41974447613,0,10,8,2,0,0,0
